id,closed_at,created_at,number,test,total_price,subtotal_price,total_weight,total_tax,taxes_included,currency,financial_status,confirmed,total_discounts,total_line_items_price,cancelled_at,cancel_reason,total_price_usd,reference,user_id,location_id,source_identifier,source_url,processed_at,device_id,customer_locale,app_id,browser_ip,landing_site_ref,order_number,discount_code,discount_amount,discount_type,payment_gateway_names,processing_method,checkout_id,source_name,fulfillment_status,tags,variant_id,title,quantity,price,sku,variant_title,vendor,fulfillment_service,product_id,requires_shipping,taxable,gift_card,name,product_exists,fulfillable_quantity,customer_country,customer_state,customer_city,customer_zip,shipping_code,orders_count,user_agent
217943481,2014-01-14 15:22:07,2014-01-04 03:42:28,28391,False,31.99,29.00,454,0.00,False,USD,paid,True,0.00,29.00,,,31.99,,,,,,2014-01-04 03:42:28,,,580111,72.177.112.143,,29391,0,0,Blank,['paypal'],express,183362057,web,fulfilled,,,Pride and Prejudice,1,29.00,pride_tote_color,Color,Litographs,manual,151552521,True,True,False,Pride and Prejudice - Color,True,0,United States,Utah,Provo,84606,USPS First Class (3-5 days),1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36"
217942945,2014-01-22 19:49:45,2014-01-04 03:40:38,28390,False,68.00,68.00,301,0.00,False,USD,paid,True,0.00,68.00,,,68.00,,,,,,2014-01-04 03:40:38,,,580111,50.83.82.21,,29390,0,0,Blank,['stripe'],direct,183375985,web,fulfilled,,,The Notebooks of Leonardo Da Vinci,1,34.00,davinci_tee_unisex_l_bw,L / Unisex / B&W,Litographs,manual,151548681,True,False,False,The Notebooks of Leonardo Da Vinci - L / Unisex / B&W,True,0,United States,Illinois,Naplate,61350,USPS Priority (3-5 days),1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
217940605,2014-01-07 21:12:35,2014-01-04 03:31:47,28389,False,31.99,29.00,454,0.00,False,USD,paid,True,0.00,29.00,,,31.99,,,,,,2014-01-04 03:31:47,,,580111,,,29389,0,0,Blank,['gift_card'],gift_cards_only,183372241,web,fulfilled,,,Persuasion,1,29.00,persuasion_24x36_color4,24x36 / Sage / Poster,Litographs,manual,127810792,True,True,False,Persuasion - 24x36 / Sage / Poster,True,0,United States,Wisconsin,Kenosha ,53140,USPS First Class (3-5 days),1,
217936849,2014-01-07 21:12:37,2014-01-04 03:18:19,28388,False,58.00,58.00,907,0.00,False,USD,paid,True,0.00,58.00,,,58.00,,,,,,2014-01-04 03:18:19,,,580111,,,29388,0,0,Blank,['gift_card'],gift_cards_only,183366401,web,fulfilled,,,Peter Pan,1,29.00,peter_24x36_color,24x36 / Original Colors / Poster,Litographs,manual,89994983,True,True,False,Peter Pan - 24x36 / Original Colors / Poster,True,0,United States,Michigan,Rochester Hills,48309,USPS Priority (3-5 days),1,
217926281,2014-01-07 21:12:21,2014-01-04 02:41:39,28387,False,26.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,26.99,,,,,,2014-01-04 02:41:39,,,580111,,,29387,0,0,Blank,['gift_card'],gift_cards_only,183350137,web,fulfilled,,,The Wind in the Willows,1,24.00,wind_18x24_color,18x24 / Original Colors / Poster,Litographs,manual,116331084,True,True,False,The Wind in the Willows - 18x24 / Original Colors / Poster,True,0,United States,Texas,Longview,75601,USPS First Class (3-5 days),1,
217917393,2014-01-07 21:12:23,2014-01-04 02:07:26,28386,False,48.00,48.00,454,0.00,False,USD,paid,True,0.00,48.00,,,48.00,,,,,,2014-01-04 02:07:26,,,580111,69.231.204.69,,29386,0,0,Blank,['stripe'],direct,183336637,web,fulfilled,,,Poems by T.S. Eliot,1,24.00,eliot_18x24_color1,18x24 / Blues / Poster,Litographs,manual,132034453,True,True,False,Poems by T.S. Eliot - 18x24 / Blues / Poster,True,0,United States,California,Laguna Hills,92653,USPS Priority (3-5 days),3,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
217908009,2014-01-07 21:12:25,2014-01-04 01:31:29,28385,False,26.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,26.99,,,,,,2014-01-04 01:31:29,,,580111,,,29385,0,0,Blank,['gift_card'],gift_cards_only,183322925,web,fulfilled,,,The Odyssey,1,24.00,odyssey_18x24_color1,18x24 / Blues / Poster,Litographs,manual,95655416,True,True,False,The Odyssey - 18x24 / Blues / Poster,True,0,United States,California,Burbank,91506,USPS First Class (3-5 days),1,
217902801,2014-01-07 21:12:28,2014-01-04 01:11:20,28384,False,26.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,26.99,,,,,,2014-01-04 01:11:20,,,580111,108.46.146.75,,29384,0,0,Blank,['stripe'],direct,183313941,web,fulfilled,,,Dracula,1,24.00,dracula_18x24_bw,18x24 / B&W / Poster,Litographs,manual,112800000,True,True,False,Dracula - 18x24 / B&W / Poster,True,0,United States,New York,New York,10002,USPS First Class (3-5 days),1,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAMI)
217861713,2014-01-07 21:12:17,2014-01-03 22:45:25,28383,False,26.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,26.99,,,,,,2014-01-03 22:45:25,,,580111,71.32.243.149,,29383,0,0,Blank,['stripe'],direct,183254661,web,fulfilled,,,The Republic,1,24.00,plato_18x24_color,18x24 / Original Colors / Poster,Litographs,manual,107529614,True,True,False,The Republic - 18x24 / Original Colors / Poster,True,0,United States,Oregon,Baker City,97814,USPS First Class (3-5 days),1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
217851481,2014-01-22 19:48:53,2014-01-03 22:12:24,28382,False,36.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,36.99,,,,,,2014-01-03 22:12:24,,,580111,98.203.135.68,,29382,0,0,Blank,['stripe'],direct,183238713,web,fulfilled,,,Siddhartha,1,34.00,siddhartha_tee_unisex_s_color,S / Unisex / Original Colors,Litographs,manual,151545009,True,False,False,Siddhartha - S / Unisex / Original Colors,True,0,United States,Washington,Bellingham,98229,USPS First Class (3-5 days),1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:26.0) Gecko/20100101 Firefox/26.0
