id,closed_at,created_at,number,test,total_price,subtotal_price,total_weight,total_tax,taxes_included,currency,financial_status,confirmed,total_discounts,total_line_items_price,cancelled_at,cancel_reason,total_price_usd,reference,user_id,location_id,source_identifier,source_url,processed_at,device_id,customer_locale,app_id,browser_ip,landing_site_ref,order_number,discount_code,discount_amount,discount_type,payment_gateway_names,processing_method,checkout_id,source_name,fulfillment_status,tags,variant_id,title,quantity,price,sku,variant_title,vendor,fulfillment_service,product_id,requires_shipping,taxable,gift_card,name,product_exists,fulfillable_quantity,customer_country,customer_state,customer_city,customer_zip,shipping_code,orders_count,user_agent
4842538189,2017-01-18 22:15:38,2017-01-02 03:56:27,185684,False,41.99,39.00,150,0.00,False,USD,paid,True,0.00,39.00,,,41.99,,,,,,2017-01-02 03:56:27,,,580111,,,186684,0,0,Blank,['stripe'],direct,15582463629,web,fulfilled,,28346610625,Romeo and Juliet,1,39.00,romeo_scarf_inf,Infinity,Litographs,manual,8416232001,True,False,False,Romeo and Juliet - Infinity,True,0,United States,New York,Schenectady,12306,USPS First Class,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
4842537421,2017-01-13 22:16:37,2017-01-02 03:56:15,185683,False,82.99,68.00,301,0.00,False,USD,paid,True,0.00,68.00,,,82.99,,,,,,2017-01-02 03:56:15,,,580111,,,186683,0,0,Blank,"['gift_card', 'stripe']",direct,15582340173,web,fulfilled,,25504831297,Emma,1,34.00,emma_tee_women,Women's Crew,Litographs,manual,151524275,True,False,False,Emma - Women's Crew,True,0,Australia,New South Wales,Rouse Hill,2155,"USPS First Class - 15-30 days, no tracking",1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
4842490893,2017-01-12 02:59:13,2017-01-02 03:40:38,185682,False,31.99,29.00,454,0.00,False,USD,paid,True,0.00,29.00,,,31.99,,,,,,2017-01-02 03:40:38,,,580111,,,186682,0,0,Blank,['stripe'],direct,15582395789,web,fulfilled,,25470322753,Emma,1,29.00,emma_tote,,Litographs,manual,151524331,True,True,False,Emma,True,0,United States,New York,Chappaqua,10514-2753,USPS First Class,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
4842478669,2017-01-12 02:34:42,2017-01-02 03:36:48,185681,False,31.99,29.00,454,0.00,False,USD,paid,True,0.00,29.00,,,31.99,,,,,,2017-01-02 03:36:48,,,580111,,,186681,0,0,Blank,['stripe'],direct,15582367181,web,fulfilled,,25511181249,The Awakening,1,29.00,awakening_24x36,24x36,Litographs,manual,429976365,True,True,False,The Awakening - 24x36,True,0,United States,Wisconsin,Waukesha,53186,USPS First Class,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
4842349773,2017-01-12 04:34:13,2017-01-02 02:55:07,185680,False,21.99,19.00,227,0.00,False,USD,paid,True,0.00,19.00,,,21.99,,,,,,2017-01-02 02:55:07,,,580111,,,186680,0,0,Blank,['stripe'],direct,15582082573,web,fulfilled,,25510891969,Macbeth,1,19.00,macbeth_12x16,12x16 Matted,Litographs,manual,370935137,True,True,False,Macbeth - 12x16 Matted,True,0,United States,Michigan,Holland,49424,USPS First Class,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
4842333069,2017-01-11 22:51:50,2017-01-02 02:49:57,185679,False,21.99,19.00,227,0.00,False,USD,paid,True,0.00,19.00,,,21.99,,,,,,2017-01-02 02:49:57,,,580111,,,186679,0,0,Blank,['stripe'],direct,15582039501,web,fulfilled,,25510891969,Macbeth,1,19.00,macbeth_12x16,12x16 Matted,Litographs,manual,370935137,True,True,False,Macbeth - 12x16 Matted,True,0,United States,Michigan,Holland,49424,USPS First Class,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
4842328973,2017-01-12 03:56:15,2017-01-02 02:48:56,185678,False,19.99,17.00,150,0.00,False,USD,paid,True,0.00,17.00,,,19.99,,,,,,2017-01-02 02:48:56,,,580111,,,186678,0,0,Blank,['stripe'],direct,15582009037,web,fulfilled,,29613107661,T-shirt Grab Bag,1,17.00,default_grabbag_tee_women_2xl,Women's Crew / 2XL,Litographs,manual,8644745037,True,False,False,T-shirt Grab Bag - Women's Crew / 2XL,True,0,United States,Georgia,Decatur ,30034,USPS First Class,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
4842318605,2017-01-12 02:35:54,2017-01-02 02:45:23,185677,False,21.99,19.00,227,0.00,False,USD,paid,True,0.00,19.00,,,21.99,,,,,,2017-01-02 02:45:23,,,580111,,,186677,0,0,Blank,['stripe'],direct,15582000589,web,fulfilled,,25510891969,Macbeth,1,19.00,macbeth_12x16,12x16 Matted,Litographs,manual,370935137,True,True,False,Macbeth - 12x16 Matted,True,0,United States,Michigan,Holland,49424,USPS First Class,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
4842306573,2017-01-14 00:13:18,2017-01-02 02:41:45,185676,False,36.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,36.99,,,,,,2017-01-02 02:41:45,,,580111,,,186676,0,0,Blank,['stripe'],direct,15581977677,web,fulfilled,,25507392001,Throne of Glass,1,34.00,glass2_tee_unisex,Unisex,Litographs,manual,3928528769,True,False,False,Throne of Glass - Unisex,True,0,United States,Maryland,Tracys Landing,20779,USPS First Class,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
4842304269,2017-01-13 22:16:31,2017-01-02 02:41:10,185675,False,36.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,36.99,,,,,,2017-01-02 02:41:10,,,580111,,,186675,0,0,Blank,['gift_card'],gift_cards_only,15581985037,web,fulfilled,,25507263233,The Wind in the Willows,1,34.00,wind_tee_vneck,Women's V-Neck,Litographs,manual,151551117,True,False,False,The Wind in the Willows - Women's V-Neck,True,0,United States,Oklahoma,OKLAHOMA CITY,73120-1323,USPS First Class,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
